,Unnamed: 0,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1050,1050,Lawrence Park North ,43.73006017230000,-79.40397836360000,Pizza Pizza,43.72854712966100,-79.40306216587790,Pizza Place
1051,1051,Lawrence Park North ,43.73006017230000,-79.40397836360000,TD Canada Trust,43.7275364,-79.4031573,Bank
1052,1052,Lawrence Park North ,43.73006017230000,-79.40397836360000,Cozy Nails,43.730516055461200,-79.40365477283480,Cosmetics Shop
1053,1053,Lawrence Park North ,43.73006017230000,-79.40397836360000,TD Canada Trust,43.7275364,-79.4031573,Bank
1054,1054,Lawrence Park North ,43.73006017230000,-79.40397836360000,Cravings,43.732454613454000,-79.40409564619090,Asian Restaurant
1055,1055,Lawrence Park North ,43.73006017230000,-79.40397836360000,Lobster Monster,43.728888,-79.40303400000000,Seafood Restaurant
1056,1056,Lawrence Park North ,43.73006017230000,-79.40397836360000,Subway,43.730126772577700,-79.4034800805658,Sandwich Place
1066,1066,Lawrence Park North ,43.73006017230000,-79.40397836360000,Zalin Shoes,43.72657708653730,-79.402637008111,Shoe Store
1058,1058,Lawrence Park North ,43.73006017230000,-79.40397836360000,Gabby's Roadhouse,43.72927371293530,-79.40321132426090,Pub
1059,1059,Lawrence Park North ,43.73006017230000,-79.40397836360000,The Uptown Pub House,43.727682253445600,-79.40276221132650,Gastropub
1060,1060,Lawrence Park North ,43.73006017230000,-79.40397836360000,Trapper's Restaurant,43.734405250198100,-79.40445783814430,Restaurant
1061,1061,Lawrence Park North ,43.73006017230000,-79.40397836360000,McDonald's,43.732738608313000,-79.4044810858488,Fast Food Restaurant
1062,1062,Lawrence Park North ,43.73006017230000,-79.40397836360000,Robyn's Cookies,43.72798355104050,-79.40252583208890,Bakery
1063,1063,Lawrence Park North ,43.73006017230000,-79.40397836360000,TTC Bus #97 Yonge,43.727731597074900,-79.40109654939650,Bus Line
1064,1064,Lawrence Park North ,43.73006017230000,-79.40397836360000,Bedford Park Community Centre,43.72806,-79.400205,Pool
1065,1065,Lawrence Park North ,43.73006017230000,-79.40397836360000,Rogers,43.726743400000000,-79.40220240000000,Mobile Phone Shop
1047,1047,Lawrence Park North ,43.73006017230000,-79.40397836360000,Shoppers Drug Mart,43.732312,-79.404484,Pharmacy
1057,1057,Lawrence Park North ,43.73006017230000,-79.40397836360000,Starbucks,43.72644461522660,-79.4024856886264,Coffee Shop
1046,1046,Lawrence Park North ,43.73006017230000,-79.40397836360000,Yogurty's,43.72986618716520,-79.40340062283460,Frozen Yogurt Shop
1067,1067,Lawrence Park North ,43.73006017230000,-79.40397836360000,Lawrence Subway Station,43.725847437997600,-79.40267801284790,Metro Station
1044,1044,Lawrence Park North ,43.73006017230000,-79.40397836360000,Games Workshop,43.72899462802190,-79.40309229421060,Hobby Shop
1018,1018,Lawrence Park North ,43.73006017230000,-79.40397836360000,Bobbette & Belle,43.73133877297440,-79.40376944766920,Bakery
1019,1019,Lawrence Park North ,43.73006017230000,-79.40397836360000,T-buds,43.73124701494560,-79.4036403714984,Tea Room
1020,1020,Lawrence Park North ,43.73006017230000,-79.40397836360000,For The Win Cafe,43.72863603182460,-79.40325519626330,Bubble Tea Shop
1021,1021,Lawrence Park North ,43.73006017230000,-79.40397836360000,Mastermind Toys,43.73204616747320,-79.40414098942680,Toy / Game Store
1022,1022,Lawrence Park North ,43.73006017230000,-79.40397836360000,The Burger Cellar,43.732361917764600,-79.40389358681890,Burger Joint
1023,1023,Lawrence Park North ,43.73006017230000,-79.40397836360000,Shoushin,43.73138018653300,-79.40396058978320,Sushi Restaurant
1045,1045,Lawrence Park North ,43.73006017230000,-79.40397836360000,Wildfire Steakhouse & Wine Bar,43.733653811971100,-79.40457021757670,Steakhouse
1025,1025,Lawrence Park North ,43.73006017230000,-79.40397836360000,The Burger's Priest,43.73250549298070,-79.40410339243800,Burger Joint
1026,1026,Lawrence Park North ,43.73006017230000,-79.40397836360000,Menchies Frozen Yogurt,43.72833594585160,-79.40317327113760,Ice Cream Shop
1027,1027,Lawrence Park North ,43.73006017230000,-79.40397836360000,STACK,43.72931098021920,-79.40324105170590,BBQ Joint
1028,1028,Lawrence Park North ,43.73006017230000,-79.40397836360000,Aroma Espresso Bar,43.73119302623780,-79.40367759576220,Café
1029,1029,Lawrence Park North ,43.73006017230000,-79.40397836360000,the sushi bar,43.73181562279040,-79.40379017911590,Sushi Restaurant
1030,1030,Lawrence Park North ,43.73006017230000,-79.40397836360000,The Belly Buster Submarines,43.73374302183270,-79.40439018944330,Sandwich Place
1024,1024,Lawrence Park North ,43.73006017230000,-79.40397836360000,Shinobu by Maki Sushi,43.73256202476290,-79.40414749141350,Japanese Restaurant
1032,1032,Lawrence Park North ,43.73006017230000,-79.40397836360000,The Abbot,43.731711449727900,-79.40390764757470,Pub
1033,1033,Lawrence Park North ,43.73006017230000,-79.40397836360000,The Rolling Pin,43.733315253653400,-79.4043175314214,Bakery
1034,1034,Lawrence Park North ,43.73006017230000,-79.40397836360000,Starbucks,43.72993554892920,-79.40357222593520,Coffee Shop
1035,1035,Lawrence Park North ,43.73006017230000,-79.40397836360000,Yonge Sushi,43.733181795539700,-79.40432284207980,Sushi Restaurant
1036,1036,Lawrence Park North ,43.73006017230000,-79.40397836360000,DAVIDsTEA,43.73012707983250,-79.40345048904420,Tea Room
1037,1037,Lawrence Park North ,43.73006017230000,-79.40397836360000,Butter Avenue,43.73419660035060,-79.40447428395880,Bakery
1031,1031,Lawrence Park North ,43.73006017230000,-79.40397836360000,Riz North,43.73079150249600,-79.40371860011430,Asian Restaurant
1043,1043,Lawrence Park North ,43.73006017230000,-79.40397836360000,Gamberoni,43.72951504502400,-79.40347684255250,Italian Restaurant
1042,1042,Lawrence Park North ,43.73006017230000,-79.40397836360000,Shichimi Sushi,43.728881256259100,-79.40316826205720,Sushi Restaurant
1041,1041,Lawrence Park North ,43.73006017230000,-79.40397836360000,Coppi Ristorante,43.731592542369800,-79.40388881011390,Italian Restaurant
1040,1040,Lawrence Park North ,43.73006017230000,-79.40397836360000,Hazel's Diner,43.73253478307490,-79.40410775579390,Diner
1039,1039,Lawrence Park North ,43.73006017230000,-79.40397836360000,Patisserie Sebastien,43.730806625737000,-79.40382316180320,Bakery
1038,1038,Lawrence Park North ,43.73006017230000,-79.40397836360000,Trio Ristorante Pizzeria,43.728809261854900,-79.40314913731550,Italian Restaurant
1077,1077,Lawrence Park South ,43.71721170480000,-79.40603941020000,Milkcow,43.71590694517560,-79.40012454986570,Ice Cream Shop
1076,1076,Lawrence Park South ,43.71721170480000,-79.40603941020000,Toys Toys Toys,43.71588939670440,-79.40024996383730,Toy / Game Store
1075,1075,Lawrence Park South ,43.71721170480000,-79.40603941020000,Anytime Fitness,43.71765439,-79.40043421,Gym / Fitness Center
1074,1074,Lawrence Park South ,43.71721170480000,-79.40603941020000,Budget Car & Truck Rental,43.718479000000000,-79.401165,Rental Car Location
1073,1073,Lawrence Park South ,43.71721170480000,-79.40603941020000,Sporting Life,43.71627717160470,-79.40024796918710,Sporting Goods Shop
1072,1072,Lawrence Park South ,43.71721170480000,-79.40603941020000,Dufflet Pastries,43.71572948229810,-79.40028336157730,Dessert Shop
1071,1071,Lawrence Park South ,43.71721170480000,-79.40603941020000,C'est Bon,43.71678474928590,-79.40040634837080,Chinese Restaurant
1070,1070,Lawrence Park South ,43.71721170480000,-79.40603941020000,Sign of the Skier,43.71939547570990,-79.4012339813198,Sporting Goods Shop
1069,1069,Lawrence Park South ,43.71721170480000,-79.40603941020000,Nailsense,43.71746731916720,-79.40065341489500,Spa
1068,1068,Lawrence Park South ,43.71721170480000,-79.40603941020000,Sheridan Nurseries,43.71900479624230,-79.40050025384100,Flower Shop
1096,1096,Leaside-Bennington,43.7037966281,-79.3660723439,Leaside Pool,43.70120413245020,-79.3609921384128,Pool
1095,1095,Leaside-Bennington,43.7037966281,-79.3660723439,Pie In The Sky Studios,43.70389334732820,-79.36069918921690,Performing Arts Venue
1094,1094,Leaside-Bennington,43.7037966281,-79.3660723439,San Francesco,43.70367003846610,-79.36107837710400,Italian Restaurant
1093,1093,Leaside-Bennington,43.7037966281,-79.3660723439,Mucho Burrito Fresh Mexican Grill,43.706746,-79.361707,Mexican Restaurant
1092,1092,Leaside-Bennington,43.7037966281,-79.3660723439,Mac's,43.703167887491000,-79.36331150165190,Convenience Store
1091,1091,Leaside-Bennington,43.7037966281,-79.3660723439,Trace Manes Park,43.70521080541620,-79.36744705427940,Park
1090,1090,Leaside-Bennington,43.7037966281,-79.3660723439,Nigiri-Ya,43.70321796865990,-79.36427941347650,Japanese Restaurant
1089,1089,Leaside-Bennington,43.7037966281,-79.3660723439,Amsterdam Barrel House,43.70602053200780,-79.36132913641600,Brewery
1078,1078,Leaside-Bennington,43.7037966281,-79.3660723439,Olde Yorke Fish & Chips,43.706141306111300,-79.3618288170822,Fish & Chips Shop
1079,1079,Leaside-Bennington,43.7037966281,-79.3660723439,Rack Attack,43.70693351467500,-79.36226108591480,Sporting Goods Shop
1080,1080,Leaside-Bennington,43.7037966281,-79.3660723439,Enduro Sport,43.70605947915960,-79.36183454315710,Bike Shop
1082,1082,Leaside-Bennington,43.7037966281,-79.3660723439,Aroma Espresso Bar,43.70561065613990,-79.36077468518100,Coffee Shop
1083,1083,Leaside-Bennington,43.7037966281,-79.3660723439,Tim Hortons,43.705629302150700,-79.36102831503380,Coffee Shop
1081,1081,Leaside-Bennington,43.7037966281,-79.3660723439,Millwood Melt,43.70313548357130,-79.36337749596080,Sandwich Place
1085,1085,Leaside-Bennington,43.7037966281,-79.3660723439,Leaside Village,43.70568229146650,-79.36077693042240,Shopping Mall
1086,1086,Leaside-Bennington,43.7037966281,-79.3660723439,Leaside Memorial Gardens,43.702457393093400,-79.36094267840180,Skating Rink
1087,1087,Leaside-Bennington,43.7037966281,-79.3660723439,Starbucks,43.705629000000000,-79.36116700000000,Coffee Shop
1088,1088,Leaside-Bennington,43.7037966281,-79.3660723439,Cupcakes,43.70602656677560,-79.36086417950670,Dessert Shop
1084,1084,Leaside-Bennington,43.7037966281,-79.3660723439,Five Guys,43.70563811973090,-79.36121130859900,Burger Joint
1126,1126,Little Portugal,43.6475359304,-79.4303227131,The Dock Ellis,43.649456880972000,-79.42529715531320,Sports Bar
1121,1121,Little Portugal,43.6475359304,-79.4303227131,Uncle Mikey's,43.64981738841560,-79.43489134311680,Korean Restaurant
1122,1122,Little Portugal,43.6475359304,-79.4303227131,Bairrada Churrasqueira,43.649982297901100,-79.4340029197903,Portuguese Restaurant
1123,1123,Little Portugal,43.6475359304,-79.4303227131,Le Baratin,43.64988933079860,-79.43515483102770,French Restaurant
1125,1125,Little Portugal,43.6475359304,-79.4303227131,Brazil Bakery and Pastry,43.64985773137820,-79.43414195768470,Bakery
1127,1127,Little Portugal,43.6475359304,-79.4303227131,Sex Laser,43.649491498870500,-79.4277889508489,Bar
1133,1133,Little Portugal,43.6475359304,-79.4303227131,Scouts Honor,43.649889410036600,-79.43448101164380,Bar
1129,1129,Little Portugal,43.6475359304,-79.4303227131,omg,43.6498259321657,-79.43392706463730,Bakery
1130,1130,Little Portugal,43.6475359304,-79.4303227131,The Libertine,43.64941939706750,-79.4259818422771,Cocktail Bar
1131,1131,Little Portugal,43.6475359304,-79.4303227131,Full Of Beans,43.64961320926090,-79.42736170561500,Coffee Shop
1132,1132,Little Portugal,43.6475359304,-79.4303227131,1602 Dundas West,43.649918259937100,-79.4352191444695,Dive Bar
1120,1120,Little Portugal,43.6475359304,-79.4303227131,Mahjong Bar,43.64952459972480,-79.42509608926690,Bar
1134,1134,Little Portugal,43.6475359304,-79.4303227131,MOJO Lounge,43.64934503920670,-79.42593010837890,Nightclub
1128,1128,Little Portugal,43.6475359304,-79.4303227131,Pho Phuong,43.64986318779200,-79.43520391242030,Vietnamese Restaurant
1119,1119,Little Portugal,43.6475359304,-79.4303227131,Run and Gun Coffee,43.649676025556700,-79.43329665911240,Coffee Shop
1124,1124,Little Portugal,43.6475359304,-79.4303227131,Salsicharia Pavao,43.6495234779424,-79.42992359179770,Grocery Store
1117,1117,Little Portugal,43.6475359304,-79.4303227131,Sunset Grill,43.64962342430670,-79.42941158853950,Breakfast Spot
1102,1102,Little Portugal,43.6475359304,-79.4303227131,lebel & crowe,43.64964678729660,-79.43167885033660,Health & Beauty Service
1101,1101,Little Portugal,43.6475359304,-79.4303227131,The Loveless,43.6496316668019,-79.42976761098120,Café
1100,1100,Little Portugal,43.6475359304,-79.4303227131,Sukho Thai,43.64964167678860,-79.43025432767810,Thai Restaurant
1099,1099,Little Portugal,43.6475359304,-79.4303227131,Tucana Coffee,43.64954885045710,-79.42914711069850,Coffee Shop
1098,1098,Little Portugal,43.6475359304,-79.4303227131,Antler,43.649652416067200,-79.43054140300440,Restaurant
1118,1118,Little Portugal,43.6475359304,-79.4303227131,Gayley's Cafe,43.64958180395090,-79.42945883294420,Café
1104,1104,Little Portugal,43.6475359304,-79.4303227131,Fix,43.64495345328440,-79.42827061229450,Café
1105,1105,Little Portugal,43.6475359304,-79.4303227131,The Federal,43.64966292229830,-79.43006581758530,Restaurant
1106,1106,Little Portugal,43.6475359304,-79.4303227131,Imanishi Japanese Kitchen,43.6495456222542,-79.42655051598770,Japanese Restaurant
1107,1107,Little Portugal,43.6475359304,-79.4303227131,Pursuit OCR,43.644600302347300,-79.42959026910210,Athletics & Sports
1103,1103,Little Portugal,43.6475359304,-79.4303227131,Midfield Wine Bar & Tavern,43.649658916744700,-79.42992801693360,Wine Bar
1109,1109,Little Portugal,43.6475359304,-79.4303227131,Royale's Luncheonette,43.64960953299310,-79.42933727245310,Sandwich Place
1110,1110,Little Portugal,43.6475359304,-79.4303227131,McCormick Park,43.645421109044100,-79.42885759466280,Park
1111,1111,Little Portugal,43.6475359304,-79.4303227131,E.L. Ruddy Co. Cafe,43.649532064749300,-79.42782766065570,Vegetarian / Vegan Restaurant
1116,1116,Little Portugal,43.6475359304,-79.4303227131,Black Dice Cafe,43.64987578898590,-79.43441273402760,Bar
1115,1115,Little Portugal,43.6475359304,-79.4303227131,Lula Lounge,43.64968099159250,-79.43455909186730,Jazz Club
1112,1112,Little Portugal,43.6475359304,-79.4303227131,Enoteca Sociale,43.649535243809200,-79.42579173923500,Italian Restaurant
1114,1114,Little Portugal,43.6475359304,-79.4303227131,Founder Bar,43.64947797447340,-79.42535203846120,Cocktail Bar
1097,1097,Little Portugal,43.6475359304,-79.4303227131,Easy Tiger,43.64961926577920,-79.43022426256460,Boutique
1113,1113,Little Portugal,43.6475359304,-79.4303227131,Unlovable,43.64949996126930,-79.42920298628310,Bar
1108,1108,Little Portugal,43.6475359304,-79.4303227131,The Lockhart,43.6496102022578,-79.43121340799100,Cocktail Bar
1147,1147,Long Branch,43.592361688500000,-79.5333454492,Mr.Sub,43.593191,-79.537885,Restaurant
1146,1146,Long Branch,43.592361688500000,-79.5333454492,The Beer Store,43.5947555,-79.5336625,Beer Store
1145,1145,Long Branch,43.592361688500000,-79.5333454492,No Frills,43.593357,-79.538747,Grocery Store
1143,1143,Long Branch,43.592361688500000,-79.5333454492,Southside Johnny's,43.59347613484880,-79.53679098425860,Bar
1142,1142,Long Branch,43.592361688500000,-79.5333454492,7-Eleven,43.59343,-79.53708,Convenience Store
1141,1141,Long Branch,43.592361688500000,-79.5333454492,Pulcinella,43.59344650264110,-79.53801168640620,Italian Restaurant
1140,1140,Long Branch,43.592361688500000,-79.5333454492,Sloppy JOE's,43.5946893703431,-79.53217793882070,Wings Joint
1139,1139,Long Branch,43.592361688500000,-79.5333454492,Rexall,43.593111,-79.538327,Pharmacy
1138,1138,Long Branch,43.592361688500000,-79.5333454492,850 Degrees,43.59527578458080,-79.52953747109680,Pizza Place
1136,1136,Long Branch,43.592361688500000,-79.5333454492,George the Greek,43.594271660954100,-79.53394756473690,Greek Restaurant
1135,1135,Long Branch,43.592361688500000,-79.5333454492,Starbucks,43.59442736329040,-79.5333842434059,Coffee Shop
1144,1144,Long Branch,43.592361688500000,-79.5333454492,Tim Hortons,43.592881191810500,-79.53908711671830,Coffee Shop
1137,1137,Long Branch,43.592361688500000,-79.5333454492,Thrive Organic Kitchen & Café,43.59522969669030,-79.53041042095200,Café
1153,1153,Malvern ,43.8036581967,-79.22251661900000,Taco Bell,43.806687405354200,-79.2206934576445,Fast Food Restaurant
1154,1154,Malvern ,43.8036581967,-79.22251661900000,Planet Fitness,43.806744143665700,-79.21990005687930,Gym / Fitness Center
1151,1151,Malvern ,43.8036581967,-79.22251661900000,McDonald's,43.806374893799300,-79.22158814573010,Fast Food Restaurant
1150,1150,Malvern ,43.8036581967,-79.22251661900000,Shoppers Drug Mart,43.8064889218881,-79.22302365303040,Pharmacy
1149,1149,Malvern ,43.8036581967,-79.22251661900000,Pizza Pizza,43.806612806657400,-79.22124266624450,Pizza Place
1148,1148,Malvern ,43.8036581967,-79.22251661900000,Subway,43.806804965721300,-79.2225154816595,Sandwich Place
1152,1152,Malvern ,43.8036581967,-79.22251661900000,Real Fruit Bubble Tea 真果茶坊,43.80670914169480,-79.22275865163140,Bubble Tea Shop
1155,1155,Maple Leaf,43.7155739408,-79.48075801740000,Starbucks,43.719457697021000,-79.48073453272580,Coffee Shop
1156,1156,Maple Leaf,43.7155739408,-79.48075801740000,Subway,43.719446526454100,-79.48076671396030,Sandwich Place
1159,1159,Maple Leaf,43.7155739408,-79.48075801740000,Lucky Dragon Chinese Food,43.719462802508900,-79.48075509183970,Chinese Restaurant
1158,1158,Maple Leaf,43.7155739408,-79.48075801740000,Cataldi supermarket,43.71538724093070,-79.48000374897330,Convenience Store
1157,1157,Maple Leaf,43.7155739408,-79.48075801740000,Tim Hortons,43.71943133565380,-79.4807232730777,Coffee Shop
1162,1162,Markland Wood ,43.6335417462,-79.57343154740000,McDonald's,43.63164076131490,-79.57520128920570,Fast Food Restaurant
1161,1161,Markland Wood ,43.6335417462,-79.57343154740000,Pizzaville,43.631249884110400,-79.57546418889870,Pizza Place
1160,1160,Markland Wood ,43.6335417462,-79.57343154740000,TD Canada Trust,43.6312506,-79.5758693,Bank
1163,1163,Markland Wood ,43.6335417462,-79.57343154740000,Dollarama,43.63081,-79.575634,Discount Store
1165,1165,Milliken ,43.8206907942,-79.2750089244,Goldhawk Park,43.824040663775200,-79.27773800548650,Park
1166,1166,Milliken ,43.8206907942,-79.2750089244,Muirlands Park,43.82058876898880,-79.26902960380560,Park
1164,1164,Milliken ,43.8206907942,-79.2750089244,Subway,43.818088989081500,-79.27224977752730,Sandwich Place
1171,1171,Mimico,43.615923861300000,-79.5001366364,Mimico GO Station,43.61676130600250,-79.49689734242230,Train Station
1173,1173,Mimico,43.615923861300000,-79.5001366364,Breakfast Room,43.618904,-79.499738,American Restaurant
1172,1172,Mimico,43.615923861300000,-79.5001366364,Jimmy’s Coffee,43.618715,-79.49950600000000,Café
1170,1170,Mimico,43.615923861300000,-79.5001366364,Mimico Arena,43.61273900749160,-79.49868183926130,Skating Rink
1169,1169,Mimico,43.615923861300000,-79.5001366364,Mario & Selina's No Frills,43.612186,-79.497828,Grocery Store
1168,1168,Mimico,43.615923861300000,-79.5001366364,The Blue Goose,43.61678873297200,-79.4958701202763,Bar
1167,1167,Mimico,43.615923861300000,-79.5001366364,SanRemo Bakery,43.61854213652110,-79.49948481145470,Bakery
1192,1192,Morningside ,43.782398614500000,-79.2070411878,La Prep,43.78042785575110,-79.20504939039860,Sandwich Place
1189,1189,Morningside ,43.782398614500000,-79.2070411878,Wendy's,43.78327147889440,-79.20439302921300,Fast Food Restaurant
1191,1191,Morningside ,43.782398614500000,-79.2070411878,Daisy Mart,43.78371114552570,-79.20453155788480,Convenience Store
1190,1190,Morningside ,43.782398614500000,-79.2070411878,Centenary Hospital Loop,43.78328537263010,-79.2046031731891,General Travel
1193,1193,Morningside ,43.782398614500000,-79.2070411878,Seven Oaks Park,43.78654962830700,-79.20533328583760,Park
1188,1188,Morningside ,43.782398614500000,-79.2070411878,Dollarama,43.783187,-79.202538,Discount Store
1182,1182,Morningside ,43.782398614500000,-79.2070411878,The Beer Store,43.7839039,-79.2048998,Beer Store
1186,1186,Morningside ,43.782398614500000,-79.2070411878,Tim Hortons,43.7832509827786,-79.20440107583990,Coffee Shop
1185,1185,Morningside ,43.782398614500000,-79.2070411878,Shoppers Drug Mart,43.780599,-79.20500900000000,Pharmacy
1184,1184,Morningside ,43.782398614500000,-79.2070411878,Tim Hortons,43.7807264,-79.2054666,Coffee Shop
1183,1183,Morningside ,43.782398614500000,-79.2070411878,Subway,43.78355162075100,-79.20459596922960,Sandwich Place
1181,1181,Morningside ,43.782398614500000,-79.2070411878,Morningside Park,43.78654573906870,-79.20532166956870,Park
1187,1187,Morningside ,43.782398614500000,-79.2070411878,Food Basics,43.786553933465300,-79.20534287670460,Supermarket
1215,1215,Moss Park ,43.6565176231,-79.3672970317,Subway,43.653646067143700,-79.36898684058510,Sandwich Place
1216,1216,Moss Park ,43.6565176231,-79.3672970317,FreshCo,43.65955158801720,-79.36585713164390,Grocery Store
1217,1217,Moss Park ,43.6565176231,-79.3672970317,Oriental Taste,43.655304,-79.365312,Chinese Restaurant
1218,1218,Moss Park ,43.6565176231,-79.3672970317,Powerhouse Casting,43.653642684760300,-79.36442220770130,Performing Arts Venue
1219,1219,Moss Park ,43.6565176231,-79.3672970317,Tim Hortons,43.65327318682020,-79.368696,Coffee Shop
1221,1221,Moss Park ,43.6565176231,-79.3672970317,The Rogue,43.653365523542800,-79.36965472375440,Pub
1222,1222,Moss Park ,43.6565176231,-79.3672970317,Tim Hortons,43.660001598222100,-79.36580195098940,Coffee Shop
1223,1223,Moss Park ,43.6565176231,-79.3672970317,Banknote Bar Corktown,43.65265478121300,-79.36607147351330,Pub
1226,1226,Moss Park ,43.6565176231,-79.3672970317,Moss Park Tennis Courts,43.65533671659920,-79.37192336214180,Tennis Court
1225,1225,Moss Park ,43.6565176231,-79.3672970317,1 Cole Gym,43.659817254262300,-79.36575093782080,Gym
1214,1214,Moss Park ,43.6565176231,-79.3672970317,Mengrai Gourmet Thai,43.654102,-79.3668,Thai Restaurant
1227,1227,Moss Park ,43.6565176231,-79.3672970317,OneCole Skypark,43.66027509542290,-79.36581674630520,Park
1228,1228,Moss Park ,43.6565176231,-79.3672970317,Leaves of Trees,43.65395885154460,-79.37159657478330,Cosmetics Shop
1229,1229,Moss Park ,43.6565176231,-79.3672970317,Papa John's Pizza,43.65797992914540,-79.37249553926940,Pizza Place
1230,1230,Moss Park ,43.6565176231,-79.3672970317,Roche Bobois,43.65345988068380,-79.36337199643680,Furniture / Home Store
1231,1231,Moss Park ,43.6565176231,-79.3672970317,Goodwill,43.65288963061130,-79.37090857635520,Thrift / Vintage Store
1224,1224,Moss Park ,43.6565176231,-79.3672970317,TTC Stop #02131,43.658443,-79.370889,Bus Stop
1213,1213,Moss Park ,43.6565176231,-79.3672970317,UpCountry,43.65276652789960,-79.36419829621600,Furniture / Home Store
1220,1220,Moss Park ,43.6565176231,-79.3672970317,Salvation Army Thrift Store,43.657790608937600,-79.36551603602790,Thrift / Vintage Store
1211,1211,Moss Park ,43.6565176231,-79.3672970317,Subway,43.65562376878410,-79.36455375802770,Sandwich Place
1194,1194,Moss Park ,43.6565176231,-79.3672970317,Sukhothai,43.65844446553950,-79.36568085121630,Thai Restaurant
1195,1195,Moss Park ,43.6565176231,-79.3672970317,Figs Breakfast & Lunch,43.65567455427390,-79.36450328924940,Breakfast Spot
1196,1196,Moss Park ,43.6565176231,-79.3672970317,Cocina Economica,43.65495889022680,-79.36565725073980,Mexican Restaurant
1197,1197,Moss Park ,43.6565176231,-79.3672970317,Berkeley Church,43.655123241745,-79.36587330410700,Event Space
1198,1198,Moss Park ,43.6565176231,-79.3672970317,The Yoga Lounge,43.655515222617200,-79.36495542526250,Yoga Studio
1199,1199,Moss Park ,43.6565176231,-79.3672970317,FAMO Sandwiches,43.654064,-79.369515,Sandwich Place
1200,1200,Moss Park ,43.6565176231,-79.3672970317,Fusaro's,43.653346798266200,-79.3695173175514,Italian Restaurant
1201,1201,Moss Park ,43.6565176231,-79.3672970317,Schnitzel Queen,43.65423906004430,-79.37053284604040,German Restaurant
1202,1202,Moss Park ,43.6565176231,-79.3672970317,I Love Churros,43.65836361668550,-79.36558277878220,Food Truck
1204,1204,Moss Park ,43.6565176231,-79.3672970317,Mangia and Bevi Resto-Bar,43.652249517927700,-79.36635530500350,Italian Restaurant
1205,1205,Moss Park ,43.6565176231,-79.3672970317,Souvlaki Express,43.65558391537730,-79.36443816909020,Greek Restaurant
1206,1206,Moss Park ,43.6565176231,-79.3672970317,Moss Park Arena,43.65488712314850,-79.36977129447680,Skating Rink
1207,1207,Moss Park ,43.6565176231,-79.3672970317,Alumnae Theatre,43.65275554626440,-79.36475283805090,Theater
1208,1208,Moss Park ,43.6565176231,-79.3672970317,Sultan Of Samosas,43.660227497874400,-79.36622571571060,Indian Restaurant
1209,1209,Moss Park ,43.6565176231,-79.3672970317,King's Place647-352-0786,43.658278219451900,-79.37092509166460,Pakistani Restaurant
1210,1210,Moss Park ,43.6565176231,-79.3672970317,Dollarama,43.655316,-79.36975600000000,Discount Store
1203,1203,Moss Park ,43.6565176231,-79.3672970317,Ontario Restaurant,43.65888321199790,-79.36836906143000,Diner
1212,1212,Moss Park ,43.6565176231,-79.3672970317,cafe 260,43.65318323688050,-79.37011452592980,Coffee Shop
1234,1234,Mount Dennis ,43.6881440868,-79.4999890581,Golden Crisp,43.69044258074600,-79.49920925945380,American Restaurant
1235,1235,Mount Dennis ,43.6881440868,-79.4999890581,Pho Asia 39,43.69156172648820,-79.5008511792945,Asian Restaurant
1233,1233,Mount Dennis ,43.6881440868,-79.4999890581,KFC,43.689260410119700,-79.49710052987140,Fast Food Restaurant
1232,1232,Mount Dennis ,43.6881440868,-79.4999890581,7-Eleven,43.6910315,-79.50126740000000,Convenience Store
1236,1236,Mount Olive-Silverstone-Jamestown ,43.7468678027,-79.58725926460000,Tim Hortons,43.75075660470560,-79.5853357488109,Coffee Shop
1237,1237,Mount Olive-Silverstone-Jamestown ,43.7468678027,-79.58725926460000,Panorama Park,43.74702102785610,-79.58349654663800,Park
1238,1238,Mount Olive-Silverstone-Jamestown ,43.7468678027,-79.58725926460000,NORI SUSHI,43.742775,-79.586985,Japanese Restaurant
1256,1256,Mount Pleasant East ,43.7048521692,-79.3849239458,Starving Artist,43.701538,-79.38724,Restaurant
1257,1257,Mount Pleasant East ,43.7048521692,-79.3849239458,souvlaki express,43.7073779465289,-79.38984793934700,Greek Restaurant
1258,1258,Mount Pleasant East ,43.7048521692,-79.3849239458,Second Cup,43.70434400138050,-79.38865888961690,Coffee Shop
1259,1259,Mount Pleasant East ,43.7048521692,-79.3849239458,Subway,43.701741723092300,-79.38759973282760,Sandwich Place
1260,1260,Mount Pleasant East ,43.7048521692,-79.3849239458,Meow Cat Cafe,43.702927,-79.38819000000000,Café
1261,1261,Mount Pleasant East ,43.7048521692,-79.3849239458,Pizza Pizza,43.70613821755870,-79.38929246805060,Pizza Place
1262,1262,Mount Pleasant East ,43.7048521692,-79.3849239458,Boland's Open Kitchen,43.70345770889590,-79.38821001837460,American Restaurant
1263,1263,Mount Pleasant East ,43.7048521692,-79.3849239458,Rosedale Kennedy Flowers,43.704291008015200,-79.38873233163680,Flower Shop
1264,1264,Mount Pleasant East ,43.7048521692,-79.3849239458,The Regent Theatre,43.70293718101060,-79.38790444198820,Movie Theater
1265,1265,Mount Pleasant East ,43.7048521692,-79.3849239458,Pleasant Nails,43.70545838653390,-79.38895972938140,Salon / Barbershop
